CustomerID,first_purchase,last_purchase,num_transactions,monetary_total,avg_order_value,num_invoices,recency_days,frequency,tenure_days,mean_days_between,purchases_30,purchases_90,purchases_180,churn,churn_proba
14076,2011-08-02 15:19:00,2011-08-02 15:19:00,46,122.47,2.662391304347826,1,129,1,1,1.0,0,0,46,0,0.00047583797
14077,2011-03-10 15:52:00,2011-10-30 12:35:00,42,499.41999999999996,11.89095238095238,5,41,5,233,46.6,0,8,8,0,0.00030902377
14078,2010-12-01 12:54:00,2011-08-30 12:16:00,65,1049.37,16.144153846153845,6,102,6,271,45.166666666666664,0,0,13,0,0.0001397357
14079,2011-08-07 12:10:00,2011-08-07 12:10:00,12,375.1,31.258333333333336,1,125,1,1,1.0,0,0,12,0,0.0008759262
14080,2011-11-07 11:09:00,2011-11-07 11:09:00,4,45.599999999999994,11.399999999999999,1,33,1,1,1.0,0,4,4,0,0.0004114959
14081,2010-12-05 15:47:00,2011-02-10 16:17:00,153,934.52,6.10797385620915,2,302,2,67,33.5,0,0,0,1,0.9996159
14082,2010-12-10 11:02:00,2010-12-10 11:02:00,29,182.25,6.2844827586206895,1,365,1,1,1.0,0,0,0,1,0.9997347
14083,2010-12-03 12:24:00,2011-12-05 13:14:00,181,1018.43,5.626685082872928,9,4,9,367,40.77777777777778,79,79,83,0,0.00022756742
14085,2010-12-06 12:39:00,2011-12-07 13:46:00,450,4448.54,9.885644444444445,18,2,18,366,20.333333333333332,80,104,163,0,0.00021816777
14087,2011-12-07 12:41:00,2011-12-07 12:41:00,69,194.42,2.8176811594202897,1,3,1,1,1.0,69,69,69,0,0.00048989005
14088,2011-01-21 13:07:00,2011-11-29 16:16:00,589,50491.81,85.7246349745331,13,10,13,312,24.0,164,294,407,0,0.00015749647
14089,2011-10-14 10:38:00,2011-10-14 10:38:00,14,161.0,11.5,1,57,1,1,1.0,0,14,14,0,0.00047583797
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,76.32000000000001,1,325,1,1,1.0,0,0,0,1,0.99968827
14092,2010-12-16 15:47:00,2011-12-02 12:13:00,214,4076.91,19.050981308411213,14,8,14,350,25.0,41,57,109,0,0.00013233189
14093,2011-11-27 16:27:00,2011-11-27 16:27:00,105,442.85,4.217619047619048,1,12,1,1,1.0,105,105,105,0,0.00089597964
14096,2011-08-30 10:49:00,2011-12-05 17:17:00,5111,65164.79,12.749909998043435,17,4,17,97,5.705882352941177,2046,5052,5111,0,0.0001960826
14098,2011-11-03 10:13:00,2011-11-03 10:13:00,21,147.35,7.016666666666667,1,37,1,1,1.0,0,21,21,0,0.00047583797
14099,2010-12-20 11:14:00,2011-11-23 13:53:00,250,3104.17,12.41668,11,16,11,338,30.727272727272727,15,50,123,0,0.0001960826
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,26,194.9,7.496153846153846,1,138,1,1,1.0,0,0,26,0,0.00048989005
14101,2011-01-17 13:09:00,2011-09-27 12:28:00,35,5976.79,170.76542857142857,6,74,6,252,42.0,0,5,10,0,0.00015749647
14102,2011-10-26 12:46:00,2011-12-04 15:38:00,79,1360.28,17.21873417721519,5,5,5,39,7.8,23,79,79,0,0.00025197476
14104,2011-06-27 12:49:00,2011-07-08 12:50:00,21,216.20999999999998,10.295714285714284,2,155,2,11,5.5,0,0,21,0,0.0008342277
14105,2011-04-14 17:58:00,2011-04-14 17:58:00,74,1266.23,17.111216216216217,1,239,1,1,1.0,0,0,0,1,0.99963236
14107,2010-12-10 13:29:00,2011-10-19 12:12:00,123,2703.23,21.977479674796747,7,52,7,312,44.57142857142857,0,8,51,0,0.00015749647
14108,2011-08-30 11:32:00,2011-11-09 10:41:00,34,597.91,17.585588235294118,2,31,2,70,35.0,0,18,34,0,0.00031253
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,9,144.2,16.022222222222222,1,73,1,1,1.0,0,9,9,0,0.00031373368
14110,2011-03-18 09:59:00,2011-12-06 12:26:00,155,5683.15,36.66548387096774,12,4,12,263,21.916666666666668,2,53,94,0,0.00015749647
14111,2011-04-12 11:36:00,2011-11-25 13:44:00,10,692.85,69.285,4,14,4,227,56.75,5,5,8,0,0.0001921075
14112,2011-03-09 11:28:00,2011-11-17 12:30:00,160,2915.15,18.2196875,7,23,7,253,36.142857142857146,6,50,89,0,0.00013233189
14113,2010-12-20 12:14:00,2011-12-06 12:18:00,34,1840.42,54.13,4,4,4,351,87.75,25,32,32,0,0.00015749647
14114,2011-01-13 11:05:00,2011-03-11 09:42:00,15,386.53,25.768666666666665,2,274,2,56,28.0,0,0,0,1,0.9997446
14116,2011-08-10 12:44:00,2011-11-20 10:29:00,72,1382.74,19.204722222222223,5,20,5,101,20.2,8,39,72,0,0.00013233189
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,3,90.0,30.0,1,144,1,1,1.0,0,0,3,0,0.00040500448
14121,2011-10-11 10:39:00,2011-12-06 12:19:00,159,2780.15,17.485220125786164,4,4,4,56,14.0,71,159,159,0,0.00023164733
14124,2011-09-16 13:32:00,2011-09-16 13:32:00,5,419.58000000000004,83.91600000000001,1,84,1,1,1.0,0,5,5,0,0.00083154003
14125,2011-09-22 15:40:00,2011-11-29 12:47:00,167,2740.43,16.409760479041914,3,11,3,67,22.333333333333332,83,167,167,0,0.0002123965
14126,2011-11-29 12:21:00,2011-12-02 11:45:00,15,706.1300000000001,47.07533333333334,3,8,3,2,0.6666666666666666,15,15,15,0,0.00090671825
14127,2011-02-02 12:26:00,2011-08-09 10:49:00,44,709.71,16.129772727272726,3,123,3,187,62.333333333333336,0,0,15,0,0.00015434793
14128,2011-03-29 10:49:00,2011-10-10 12:00:00,46,637.5,13.858695652173912,2,61,2,195,97.5,0,24,24,0,0.00020045295
14129,2011-03-24 08:44:00,2011-12-08 11:02:00,52,1123.8600000000001,21.61269230769231,5,2,5,259,51.8,18,18,36,0,0.00015749647
14130,2011-01-24 16:05:00,2011-01-24 16:05:00,67,483.86,7.221791044776119,1,319,1,1,1.0,0,0,0,1,0.9998591
14132,2011-06-09 12:04:00,2011-12-07 13:35:00,200,3586.0299999999997,17.930149999999998,11,2,11,181,16.454545454545453,42,113,176,0,0.00013233189
14133,2011-01-28 11:27:00,2011-08-02 11:34:00,28,605.64,21.63,3,130,3,186,62.0,0,0,12,0,0.00025149423
14135,2010-12-02 10:27:00,2011-12-08 11:38:00,134,4690.31,35.00231343283583,15,2,15,371,24.733333333333334,12,28,45,0,0.00015749647
14138,2011-10-07 09:38:00,2011-12-08 12:44:00,47,982.3800000000001,20.901702127659576,2,2,2,62,31.0,14,47,47,0,0.00023873373
14139,2011-10-24 13:34:00,2011-10-24 13:34:00,26,415.82,15.993076923076924,1,46,1,1,1.0,0,26,26,0,0.00059082615
14140,2011-11-08 11:20:00,2011-12-06 09:05:00,66,935.05,14.167424242424241,2,4,2,27,13.5,26,66,66,0,0.00023950479
14141,2011-08-26 14:40:00,2011-12-07 09:53:00,40,915.13,22.87825,4,3,4,102,25.5,10,24,40,0,0.0001921075
14142,2010-12-01 16:33:00,2010-12-01 16:33:00,22,311.81,14.173181818181819,1,373,1,1,1.0,0,0,0,1,0.99979025
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,7,115.8,16.54285714285714,1,134,1,1,1.0,0,0,7,0,0.00037890603
14145,2011-05-06 13:01:00,2011-10-24 12:10:00,11,3742.2,340.2,4,47,4,170,42.5,0,3,7,0,0.00015749647
14146,2010-12-17 15:52:00,2011-12-01 10:18:00,210,4191.0,19.957142857142856,5,9,5,348,69.6,73,145,145,0,0.00013233189
14147,2011-02-27 11:42:00,2011-09-22 18:10:00,5,483.4,96.67999999999999,2,78,2,207,103.5,0,3,3,0,0.00028235666
14148,2011-04-20 12:02:00,2011-04-20 12:02:00,3,157.2,52.4,1,234,1,1,1.0,0,0,0,1,0.9997141
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,28,446.62,15.950714285714286,1,221,1,1,1.0,0,0,0,1,0.9997863
14150,2010-12-15 10:04:00,2011-11-04 10:05:00,26,658.64,25.33230769230769,2,36,2,324,162.0,0,14,14,0,0.00016924381
14152,2011-04-19 15:46:00,2011-09-25 12:54:00,49,621.29,12.67938775510204,2,75,2,158,79.0,0,20,20,0,0.0002624189
14154,2011-04-14 15:58:00,2011-04-14 16:26:00,52,1345.62,25.87730769230769,2,239,2,1,0.5,0,0,0,1,0.9998073
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,6,118.75,19.791666666666668,1,266,1,1,1.0,0,0,0,1,0.9996815
14156,2010-12-03 11:48:00,2011-11-30 10:54:00,1400,117379.63,83.84259285714286,55,10,55,361,6.5636363636363635,87,198,839,0,0.00015749647
14157,2011-02-27 13:04:00,2011-11-20 11:32:00,48,432.88,9.018333333333333,2,20,2,265,132.5,9,9,9,0,0.00038518885
14158,2011-10-30 15:08:00,2011-10-30 15:08:00,41,507.66,12.381951219512196,1,40,1,1,1.0,0,41,41,0,0.00030539115
14159,2010-12-12 11:17:00,2011-11-20 12:36:00,1204,4693.01,3.8978488372093025,11,20,11,343,31.181818181818183,198,474,930,0,0.00021816777
14161,2010-12-05 13:18:00,2011-05-08 11:41:00,108,1110.52,10.282592592592593,3,216,3,153,51.0,0,0,0,1,0.9994215
14162,2011-02-20 12:32:00,2011-06-19 11:36:00,25,289.36,11.5744,2,174,2,118,59.0,0,0,12,0,0.0003922257
14163,2011-04-14 17:33:00,2011-09-13 15:18:00,52,2445.91,47.036730769230765,4,87,4,151,37.75,0,10,27,0,0.00015749647
14164,2011-09-20 12:18:00,2011-09-30 12:24:00,29,1631.77,56.26793103448276,2,71,2,10,5.0,0,29,29,0,0.0005047878
14165,2011-03-09 12:39:00,2011-03-09 12:39:00,25,122.53999999999999,4.901599999999999,1,276,1,1,1.0,0,0,0,1,0.9997347
14167,2011-01-12 15:44:00,2011-10-31 14:29:00,52,574.84,11.054615384615385,4,39,4,291,72.75,0,11,25,0,0.00029791272
14171,2011-09-02 16:43:00,2011-09-02 16:43:00,58,363.79,6.272241379310345,1,98,1,1,1.0,0,0,58,0,0.0009059108
14173,2011-05-04 14:03:00,2011-11-29 11:54:00,29,450.84,15.546206896551723,4,11,4,208,52.0,6,18,18,0,0.00027504563
14174,2011-11-06 13:17:00,2011-11-06 13:17:00,26,134.46,5.171538461538462,1,33,1,1,1.0,0,26,26,0,0.00047583797
14175,2011-01-14 12:22:00,2011-10-11 11:55:00,149,3222.3,21.626174496644296,3,60,3,269,89.66666666666667,0,90,133,0,0.00015749647
14176,2010-12-07 11:45:00,2011-02-15 13:12:00,31,576.9000000000001,18.609677419354842,4,297,4,70,17.5,0,0,0,1,0.99964416
14177,2011-06-13 11:10:00,2011-09-14 15:11:00,42,559.41,13.319285714285714,4,86,4,93,23.25,0,3,22,0,0.0002677571
14178,2011-06-10 12:51:00,2011-12-01 12:01:00,327,1620.93,4.9569724770642205,7,9,7,173,24.714285714285715,124,223,298,0,0.00021816777
14179,2011-10-18 14:00:00,2011-10-30 12:07:00,165,719.78,4.36230303030303,2,41,2,11,5.5,0,165,165,0,0.0005332713
14180,2010-12-02 13:08:00,2011-11-29 10:56:00,240,4748.52,19.785500000000003,25,11,25,361,14.44,17,22,61,0,0.00013233189
14184,2011-10-04 12:43:00,2011-10-04 12:43:00,24,452.89,18.870416666666667,1,67,1,1,1.0,0,24,24,0,0.0007463191
14185,2011-01-12 13:52:00,2011-01-12 13:52:00,3,197.65,65.88333333333334,1,331,1,1,1.0,0,0,0,1,0.99976975
14188,2011-02-02 13:46:00,2011-11-09 12:45:00,65,2054.36,31.605538461538462,6,31,6,279,46.5,0,22,42,0,0.00015749647
14189,2010-12-06 11:42:00,2011-12-07 15:55:00,265,4654.08,17.56256603773585,15,2,15,366,24.4,55,81,146,0,0.00013233189
14191,2011-05-03 10:30:00,2011-12-08 09:23:00,259,4684.76,18.08787644787645,13,2,13,218,16.76923076923077,87,146,223,0,0.00013233189
14193,2011-03-15 11:38:00,2011-10-03 09:34:00,42,853.39,20.318809523809524,2,68,2,201,100.5,0,19,19,0,0.00014220251
14194,2011-02-04 14:51:00,2011-12-05 10:38:00,579,11349.52,19.601934369602763,21,5,21,303,14.428571428571429,116,262,383,0,0.00013233189
14195,2011-04-01 16:50:00,2011-05-22 10:29:00,7,1012.0,144.57142857142858,2,202,2,50,25.0,0,0,0,1,0.9996082
14196,2011-08-25 10:25:00,2011-08-25 10:25:00,6,335.52,55.919999999999995,1,107,1,1,1.0,0,0,6,0,0.0008407575
14198,2011-04-14 14:54:00,2011-11-21 16:35:00,39,701.4,17.984615384615385,4,18,4,221,55.25,10,18,27,0,0.0001614137
14199,2011-05-05 13:44:00,2011-05-05 13:44:00,2,185.39999999999998,92.69999999999999,1,218,1,1,1.0,0,0,0,1,0.9997141
14201,2010-12-15 13:25:00,2011-10-10 13:27:00,37,747.44,20.20108108108108,7,60,7,299,42.714285714285715,0,13,17,0,0.0001614137
14204,2011-12-07 13:38:00,2011-12-07 13:38:00,44,161.03,3.659772727272727,1,2,1,1,1.0,44,44,44,0,0.00047583797
14205,2011-03-20 15:07:00,2011-11-23 10:55:00,24,466.7,19.445833333333333,2,17,2,247,123.5,10,10,10,0,0.0002534051
14206,2011-04-14 16:38:00,2011-04-14 16:38:00,20,328.15999999999997,16.407999999999998,1,239,1,1,1.0,0,0,0,1,0.99982506
14208,2011-09-06 12:48:00,2011-09-06 12:48:00,10,151.74,15.174000000000001,1,95,1,1,1.0,0,0,10,0,0.000214435
14209,2011-01-11 12:56:00,2011-11-29 10:18:00,87,2073.43,23.83252873563218,6,11,6,321,53.5,6,6,34,0,0.00015749647
14210,2010-12-03 12:43:00,2011-08-26 12:36:00,102,1905.8400000000001,18.684705882352944,6,106,6,265,44.166666666666664,0,0,16,0,0.00013233189
14211,2011-02-17 15:50:00,2011-10-17 13:23:00,112,2241.1,20.009821428571428,9,53,9,241,26.77777777777778,0,51,64,0,0.00013233189
14212,2011-09-11 12:45:00,2011-09-11 12:45:00,9,1070.48,118.94222222222223,1,90,1,1,1.0,0,0,9,0,0.0004513528
14214,2011-03-07 12:26:00,2011-11-09 10:31:00,67,1004.38,14.990746268656716,5,31,5,246,49.2,0,8,30,0,0.00015434793
14215,2010-12-06 15:34:00,2011-11-28 12:19:00,108,1789.72,16.57148148148148,6,12,6,356,59.333333333333336,28,46,46,0,0.00013233189
14216,2011-11-02 10:51:00,2011-12-06 14:56:00,59,1839.3,31.17457627118644,4,3,4,34,8.5,29,59,59,0,0.00029988412
14217,2010-12-08 13:28:00,2011-12-08 11:53:00,100,2004.98,20.0498,17,2,17,364,21.41176470588235,17,37,50,0,0.00013233189
14218,2011-10-28 10:00:00,2011-10-28 10:00:00,12,169.48000000000002,14.123333333333335,1,43,1,1,1.0,0,12,12,0,0.0003161001
14219,2011-12-05 16:23:00,2011-12-05 16:23:00,7,89.94,12.848571428571429,1,4,1,1,1.0,7,7,7,0,0.00027335162
14220,2010-12-16 18:18:00,2011-04-06 13:23:00,21,632.4,30.114285714285714,2,247,2,110,55.0,0,0,0,1,0.99943024
14221,2011-01-04 15:33:00,2011-10-28 13:42:00,193,3432.8,17.78652849740933,9,42,9,296,32.888888888888886,0,56,112,0,0.00013233189
14222,2011-06-15 16:42:00,2011-06-15 16:42:00,41,683.17,16.662682926829266,1,177,1,1,1.0,0,0,41,0,0.00040048623
14223,2011-03-20 16:02:00,2011-09-08 13:38:00,60,991.13,16.518833333333333,3,92,3,171,57.0,0,0,42,0,0.0001614137
14224,2011-01-23 13:58:00,2011-08-21 13:24:00,118,1050.12,8.899322033898304,4,110,4,209,52.25,0,0,37,0,0.00022756742
14226,2011-03-15 15:36:00,2011-11-11 11:34:00,67,2232.19,33.31626865671642,5,29,5,240,48.0,1,25,25,0,0.00015749647
14227,2011-02-28 12:27:00,2011-11-13 15:48:00,175,3350.96,19.148342857142858,10,26,10,258,25.8,15,41,41,0,0.00013233189
14229,2011-01-10 12:03:00,2011-10-19 10:04:00,40,1547.2,38.68,3,52,3,281,93.66666666666667,0,14,14,0,0.00015749647
14231,2011-02-24 11:55:00,2011-06-09 11:05:00,50,925.71,18.514200000000002,3,184,3,104,34.666666666666664,0,0,0,1,0.9992181
14232,2011-03-20 12:44:00,2011-10-28 11:09:00,115,2048.07,17.80930434782609,5,43,5,221,44.2,0,24,54,0,0.00013233189
14233,2011-01-26 12:43:00,2011-10-21 15:54:00,35,1462.72,41.792,4,49,4,268,67.0,0,15,15,0,0.00015749647
14234,2011-10-13 13:58:00,2011-11-17 17:53:00,159,775.46,4.877106918238994,4,22,4,35,8.75,7,159,159,0,0.00036184522
14235,2011-03-24 13:23:00,2011-09-25 14:37:00,79,3144.86,39.80835443037975,5,75,5,185,37.0,0,7,32,0,0.00015749647
14236,2010-12-02 18:49:00,2011-09-20 09:13:00,15,490.86,32.724000000000004,2,81,2,291,145.5,0,12,12,0,0.0002389339
14237,2010-12-01 13:20:00,2010-12-01 13:20:00,9,161.0,17.88888888888889,1,373,1,1,1.0,0,0,0,1,0.9996815
14238,2011-01-17 14:40:00,2011-01-17 14:40:00,8,146.85,18.35625,1,326,1,1,1.0,0,0,0,1,0.9996815
14239,2011-01-27 14:45:00,2011-10-27 14:40:00,112,2380.85,21.257589285714285,11,43,11,272,24.727272727272727,0,21,45,0,0.00013233189
14240,2011-04-28 11:40:00,2011-11-09 13:45:00,42,890.34,21.19857142857143,2,30,2,195,97.5,0,32,32,0,0.00014220251
14241,2011-06-09 11:46:00,2011-06-09 11:46:00,10,213.70000000000002,21.37,1,184,1,1,1.0,0,0,0,1,0.9998141
14242,2011-01-18 08:53:00,2011-04-19 11:46:00,16,280.55,17.534375,2,235,2,91,45.5,0,0,0,1,0.99954957
14243,2010-12-09 08:34:00,2011-12-01 11:12:00,141,2588.77,18.360070921985816,10,9,10,357,35.7,6,14,58,0,0.00013233189
14245,2011-03-21 10:41:00,2011-05-04 08:40:00,108,1693.45,15.680092592592594,2,220,2,43,21.5,0,0,0,1,0.9990526
14246,2011-04-08 08:25:00,2011-08-21 11:50:00,75,1474.06,19.654133333333334,3,111,3,135,45.0,0,0,51,0,0.00013233189
14247,2011-03-06 15:21:00,2011-03-06 15:21:00,20,136.76999999999998,6.838499999999999,1,278,1,1,1.0,0,0,0,1,0.9997347
14248,2011-01-25 14:45:00,2011-01-25 14:45:00,8,302.58,37.8225,1,318,1,1,1.0,0,0,0,1,0.9998412
14250,2011-09-11 13:44:00,2011-12-02 14:30:00,111,1904.05,17.153603603603603,3,7,3,82,27.333333333333332,37,111,111,0,0.00018668018
14251,2011-10-13 12:46:00,2011-12-08 08:32:00,78,2879.7000000000003,36.91923076923077,5,2,5,55,11.0,42,78,78,0,0.00027569308
14256,2010-12-10 11:44:00,2011-03-24 13:17:00,53,969.0600000000001,18.284150943396227,2,260,2,104,52.0,0,0,0,1,0.99911255
14257,2011-01-25 10:49:00,2011-10-06 16:54:00,106,3099.7200000000003,29.242641509433966,5,64,5,254,50.8,0,6,50,0,0.00015749647
14258,2011-01-06 12:18:00,2011-11-30 15:27:00,111,12669.98,114.14396396396396,9,9,9,328,36.44444444444444,8,8,44,0,0.00015749647
14259,2011-07-21 10:44:00,2011-07-21 10:44:00,5,120.0,24.0,1,142,1,1,1.0,0,0,5,0,0.00044160197
14261,2011-09-22 10:47:00,2011-10-20 10:04:00,52,1163.45,22.37403846153846,2,51,2,27,13.5,0,52,52,0,0.00026419703
14262,2011-04-13 12:23:00,2011-12-01 14:17:00,143,2618.23,18.3093006993007,8,8,8,232,29.0,26,92,127,0,0.00013233189
14264,2011-04-08 12:20:00,2011-07-08 10:20:00,17,333.97,19.64529411764706,2,155,2,90,45.0,0,0,12,0,0.00028995788
14265,2011-07-14 09:10:00,2011-08-22 13:32:00,31,530.18,17.10258064516129,2,109,2,39,19.5,0,0,31,0,0.00036768016
14267,2011-03-24 11:38:00,2011-06-30 10:09:00,55,1516.24,27.568,3,163,3,97,32.333333333333336,0,0,25,0,0.00015749647
14270,2011-01-12 09:33:00,2011-01-12 09:33:00,29,492.65000000000003,16.98793103448276,1,332,1,1,1.0,0,0,0,1,0.99978656
14271,2011-04-28 12:47:00,2011-04-28 12:47:00,10,112.32,11.232,1,226,1,1,1.0,0,0,0,1,0.9996859
14272,2011-03-30 13:57:00,2011-09-27 10:08:00,33,437.96,13.271515151515151,2,74,2,180,90.0,0,25,25,0,0.00035719157
14273,2011-04-11 13:24:00,2011-10-19 13:20:00,29,559.97,19.309310344827587,4,51,4,190,47.5,0,6,17,0,0.00021131399
14276,2011-02-23 09:38:00,2011-09-02 09:45:00,64,1119.74,17.4959375,3,99,3,191,63.666666666666664,0,0,21,0,0.00013233189
14277,2011-05-11 13:20:00,2011-11-24 15:01:00,225,4216.2,18.738666666666667,3,15,3,197,65.66666666666667,150,150,150,0,0.00013233189
14280,2011-05-27 10:37:00,2011-05-27 10:37:00,8,134.04,16.755,1,197,1,1,1.0,0,0,0,1,0.9996815
14282,2010-12-07 12:21:00,2011-12-06 17:04:00,156,3729.34,23.906025641025643,15,3,15,364,24.266666666666666,30,62,93,0,0.00015749647
14284,2011-09-14 13:04:00,2011-11-09 08:11:00,32,595.25,18.6015625,2,31,2,55,27.5,0,32,32,0,0.00032586892
14285,2011-06-16 12:36:00,2011-11-18 14:50:00,27,1910.01,70.74111111111111,4,21,4,155,38.75,5,26,27,0,0.00015749647
14286,2011-04-11 08:16:00,2011-11-16 10:34:00,280,4628.75,16.53125,3,24,3,219,73.0,92,139,139,0,0.00013233189
14287,2011-05-25 11:41:00,2011-12-01 13:25:00,9,176.63,19.625555555555554,3,8,3,190,63.333333333333336,5,5,5,0,0.00021581398
14288,2011-05-10 13:22:00,2011-05-10 13:22:00,16,426.6,26.6625,1,213,1,1,1.0,0,0,0,1,0.99984825
14289,2011-02-23 12:33:00,2011-12-01 11:44:00,47,911.26,19.388510638297873,6,9,6,280,46.666666666666664,5,5,13,0,0.0001614137
14290,2010-12-13 10:24:00,2011-11-28 14:02:00,101,2314.65,22.917326732673267,5,11,5,350,70.0,16,78,78,0,0.00015749647
14291,2011-03-09 15:20:00,2011-12-08 10:26:00,237,3883.25,16.385021097046412,11,2,11,273,24.818181818181817,35,98,148,0,0.00013233189
14292,2011-03-02 08:26:00,2011-12-02 11:50:00,100,4871.93,48.719300000000004,9,8,9,275,30.555555555555557,7,38,58,0,0.00015749647
14293,2010-12-06 10:18:00,2011-12-06 15:17:00,61,1046.56,17.15672131147541,4,3,4,365,91.25,21,21,39,0,0.00014613265
14295,2011-10-30 15:50:00,2011-10-30 15:50:00,5,166.20000000000002,33.24,1,40,1,1,1.0,0,5,5,0,0.00044160197
14297,2011-03-10 08:31:00,2011-11-22 09:06:00,62,1305.33,21.053709677419352,4,18,4,257,64.25,26,51,51,0,0.00013233189
14298,2010-12-14 12:59:00,2011-12-01 13:12:00,1637,51527.3,31.476664630421503,44,8,44,352,8.0,14,346,729,0,0.00015749647
14299,2010-12-09 10:30:00,2011-12-01 16:05:00,143,3965.62,27.73160839160839,9,8,9,357,39.666666666666664,32,67,119,0,0.00015749647
14300,2011-11-21 08:57:00,2011-11-21 08:57:00,3,43.2,14.4,1,19,1,1,1.0,3,3,3,0,0.00027335162
14301,2011-08-14 15:33:00,2011-08-14 15:33:00,13,640.14,49.24153846153846,1,117,1,1,1.0,0,0,13,0,0.000498533
14304,2011-05-01 11:50:00,2011-05-01 11:50:00,17,383.45,22.555882352941175,1,223,1,1,1.0,0,0,0,1,0.99984825
14305,2011-07-27 14:14:00,2011-09-29 15:29:00,105,1858.96,17.70438095238095,3,71,3,64,21.333333333333332,0,42,105,0,0.00022216434
14306,2011-09-15 10:31:00,2011-10-19 13:23:00,33,2093.32,63.4339393939394,2,51,2,34,17.0,0,33,33,0,0.00026419703
14307,2010-12-01 11:41:00,2011-09-12 09:38:00,180,2995.72,16.642888888888887,6,89,6,284,47.333333333333336,0,36,73,0,0.00013233189
14309,2010-12-16 13:05:00,2011-12-01 13:33:00,117,2352.53,20.10709401709402,9,8,9,350,38.888888888888886,34,34,58,0,0.00013233189
14311,2011-04-11 10:14:00,2011-04-11 10:14:00,20,310.26,15.513,1,243,1,1,1.0,0,0,0,1,0.9996909
14312,2011-01-06 16:35:00,2011-10-24 09:46:00,87,1611.59,18.524022988505745,6,47,6,290,48.333333333333336,0,29,38,0,0.00013233189
14314,2011-08-25 10:39:00,2011-08-25 10:39:00,8,120.0,15.0,1,107,1,1,1.0,0,0,8,0,0.000214435
14315,2011-03-18 12:59:00,2011-10-26 12:06:00,101,2481.13,24.565643564356435,6,45,6,221,36.833333333333336,0,33,64,0,0.00015749647
14317,2011-10-06 10:44:00,2011-10-06 10:44:00,24,508.58000000000004,21.190833333333334,1,65,1,1,1.0,0,24,24,0,0.0005688041
14320,2011-01-11 09:12:00,2011-05-17 09:24:00,31,477.79,15.412580645161292,2,207,2,126,63.0,0,0,0,1,0.9994791
14321,2011-01-10 11:35:00,2011-11-29 09:47:00,123,1530.75,12.445121951219512,5,11,5,322,64.4,19,45,94,0,0.0001960826
14323,2011-04-15 11:44:00,2011-08-17 11:37:00,36,605.0600000000001,16.807222222222222,2,115,2,123,61.5,0,0,17,0,0.00018616486
14326,2011-04-11 15:04:00,2011-04-11 15:04:00,8,183.85,22.98125,1,242,1,1,1.0,0,0,0,1,0.9997141
14327,2011-06-29 13:58:00,2011-06-29 13:58:00,12,311.65,25.97083333333333,1,163,1,1,1.0,0,0,12,0,0.0008407575
14329,2011-01-14 13:42:00,2011-11-22 15:50:00,259,5014.84,19.362316602316604,7,17,7,312,44.57142857142857,17,66,145,0,0.00013233189
14331,2011-07-27 15:14:00,2011-08-07 13:17:00,28,462.65999999999997,16.523571428571426,2,124,2,10,5.0,0,0,28,0,0.0008811312
14332,2011-07-15 10:33:00,2011-11-17 11:54:00,26,866.31,33.31961538461538,3,23,3,125,41.666666666666664,10,24,26,0,0.0001921075
14333,2011-10-03 10:38:00,2011-10-03 10:38:00,15,415.2,27.68,1,68,1,1,1.0,0,15,15,0,0.00083154003
14334,2010-12-16 17:37:00,2011-11-23 10:01:00,162,2552.21,15.754382716049383,8,17,8,341,42.625,14,14,57,0,0.000126539
14335,2011-09-04 13:07:00,2011-11-23 13:41:00,63,468.26,7.432698412698413,2,16,2,80,40.0,21,21,63,0,0.00049617636
14336,2011-03-08 16:48:00,2011-11-23 11:40:00,90,1614.91,17.943444444444445,4,17,4,259,64.75,31,31,31,0,0.00013233189
14338,2011-05-27 13:30:00,2011-07-01 14:08:00,31,588.22,18.97483870967742,2,161,2,35,17.5,0,0,1,0,0.00035446085
14339,2011-04-11 11:06:00,2011-04-11 11:06:00,14,309.52,22.108571428571427,1,243,1,1,1.0,0,0,0,1,0.9998499
14340,2011-05-05 09:44:00,2011-05-05 09:44:00,6,134.7,22.45,1,219,1,1,1.0,0,0,0,1,0.9997141
14341,2011-01-25 13:55:00,2011-10-25 15:48:00,129,2182.28,16.916899224806205,8,45,8,273,34.125,0,63,84,0,0.00013233189
14342,2011-05-13 13:50:00,2011-11-18 13:21:00,21,668.5600000000001,31.836190476190477,4,21,4,188,47.0,5,10,14,0,0.0001921075
14344,2010-12-06 11:58:00,2011-08-04 13:51:00,71,889.9300000000001,12.534225352112676,8,127,8,241,30.125,0,0,26,0,0.0002045309
14345,2011-11-01 09:51:00,2011-11-01 09:51:00,6,108.97999999999999,18.16333333333333,1,39,1,1,1.0,0,6,6,0,0.00035400022
14346,2011-02-15 13:52:00,2011-08-11 09:47:00,60,1021.58,17.026333333333334,2,121,2,176,88.0,0,0,43,0,0.00014100109
14348,2011-03-24 16:23:00,2011-03-24 16:23:00,18,409.57,22.753888888888888,1,260,1,1,1.0,0,0,0,1,0.99984825
