CustomerID,first_purchase,last_purchase,num_transactions,monetary_total,avg_order_value,num_invoices,recency_days,frequency,tenure_days,mean_days_between,purchases_30,purchases_90,purchases_180,churn,churn_proba,purchase_freq_monthly,expected_lifespan_months,CLV_score,predicted_future_value
12856,2011-10-07 12:38:00,2011-12-02 10:52:00,314,2179.93,6.942452229299363,6,8,6,55,9.166666666666666,122,314,314,0,0.0003295197,3.272727272727273,18208.264,413705.45690338645,2154.1853
12857,2011-02-10 12:32:00,2011-05-13 10:20:00,46,1106.4,24.05217391304348,2,211,2,91,45.5,0,0,0,1,0.9992047,0.6593406593406593,6.004776,95.22719781386243,1102.8098
12863,2011-10-18 14:15:00,2011-10-18 14:15:00,5,521.2,104.24000000000001,1,52,1,1,1.0,0,5,5,0,0.0006769145,30.0,8863.735,27718673.191406254,524.50885
12864,2011-07-24 13:03:00,2011-07-24 13:03:00,3,147.12,49.04,1,138,1,1,1.0,0,0,3,0,0.00044160197,30.0,13586.865,19988996.1328125,145.86823
12865,2011-08-08 10:11:00,2011-11-13 14:31:00,95,1568.23,16.507684210526318,2,26,2,97,48.5,37,37,95,0,0.00011658158,0.6185567010309279,51465.668,525512.7801104687,1564.8873
12866,2011-03-01 14:11:00,2011-03-01 14:11:00,26,559.12,21.504615384615384,1,283,1,1,1.0,0,0,0,1,0.9997931,30.0,6.0012417,3871.6318273104157,561.12775
12867,2010-12-14 16:39:00,2011-11-13 15:30:00,538,4036.82,7.503382899628253,7,26,7,333,47.57142857142857,105,105,273,0,0.00021816777,0.6306306306306306,27501.645,130134.0166677525,4046.4414
12868,2010-12-01 12:50:00,2011-06-07 10:42:00,107,1607.0600000000002,15.0192523364486,6,186,6,187,31.166666666666668,0,0,0,1,0.99900275,0.9625668449197861,6.0059896,86.82879715961963,1600.5737
12871,2011-05-16 13:32:00,2011-09-16 15:07:00,11,380.64,34.60363636363636,2,84,2,123,61.5,0,7,7,0,0.00028235666,0.48780487804878053,21249.646,358690.2633176275,382.91608
12872,2010-12-09 14:44:00,2011-01-17 10:52:00,66,599.97,9.090454545454547,2,327,2,38,19.0,0,0,0,1,0.999728,1.5789473684210527,6.001632,86.1435234255768,602.6189
12873,2011-03-02 14:58:00,2011-03-02 14:58:00,4,374.0,93.5,1,282,1,1,1.0,0,0,0,1,0.9998559,30.0,6.000865,16832.42627620697,373.17728
12875,2010-12-12 12:03:00,2011-07-19 15:30:00,2,343.2300000000001,171.61500000000004,2,143,2,219,109.5,0,0,1,0,0.00029743678,0.273972602739726,20172.287,948456.7266507922,341.20715
12876,2011-05-27 13:34:00,2011-10-13 12:26:00,85,2218.02,26.09435294117647,2,58,2,138,69.0,0,51,51,0,0.00013875145,0.4347826086956522,43242.477,490601.93281409855,2213.1436
12877,2010-12-16 12:23:00,2011-12-06 10:30:00,154,1535.77,9.972532467532467,12,4,12,354,29.5,68,81,119,0,0.00021816777,1.0169491525423728,27501.645,278909.535252638,1545.3304
12878,2011-03-18 14:02:00,2011-04-17 13:07:00,47,854.99,18.191276595744682,2,236,2,29,14.5,0,0,0,1,0.9995338,2.0689655172413794,6.002799,225.9280915413547,860.03796
12879,2011-09-09 12:11:00,2011-10-26 12:24:00,10,573.22,57.322,3,45,3,47,15.666666666666666,0,6,10,0,0.00047882073,1.9148936170212767,12530.76,1375445.510971576,576.5623
12881,2011-03-09 11:44:00,2011-03-09 11:44:00,7,298.0,42.57142857142857,1,276,1,1,1.0,0,0,0,1,0.9998412,30.0,6.0009527,7664.07390322004,292.87927
12882,2011-11-06 11:22:00,2011-11-30 16:18:00,13,1463.04,112.54153846153847,2,9,2,24,12.0,8,13,13,0,0.00026419703,2.5,22710.238,6389612.8875,1470.434
12883,2011-09-11 15:18:00,2011-11-15 09:32:00,42,703.47,16.749285714285715,4,25,4,64,16.0,23,42,42,0,0.00025906882,1.875,23159.781,727330.8623186385,700.71173
12884,2011-09-12 13:10:00,2011-09-12 13:10:00,7,309.05,44.15,1,88,1,1,1.0,0,7,7,0,0.0008407575,30.0,7136.413,9452179.132324219,309.52176
12885,2011-08-08 11:45:00,2011-10-07 13:40:00,71,1175.22,16.552394366197184,3,63,3,60,20.0,0,32,71,0,0.0002123965,1.5,28248.92,701380.8944489987,1169.895
12886,2011-05-04 11:21:00,2011-10-03 10:09:00,82,1378.4,16.809756097560978,2,68,2,151,75.5,0,35,35,0,0.00011658158,0.3973509933774835,51465.668,343758.407663342,1384.2031
12888,2011-03-29 14:31:00,2011-05-09 16:02:00,5,354.12,70.824,2,214,2,41,20.5,0,0,0,1,0.99977714,1.4634146341463414,6.0013375,622.0078962428395,358.62598
12890,2011-11-15 17:26:00,2011-11-15 17:26:00,82,380.46999999999997,4.639878048780488,1,24,1,1,1.0,82,82,82,0,0.00089597964,30.0,6696.573,932138.4956542968,378.3444
12891,2011-02-20 11:28:00,2011-06-07 12:31:00,3,331.0,110.33333333333333,3,186,3,107,35.666666666666664,0,0,0,1,0.99962604,0.8411214953271028,6.0022445,557.0307253454333,325.8596
12893,2011-11-09 12:34:00,2011-11-09 12:34:00,34,188.14,5.533529411764706,1,31,1,1,1.0,0,34,34,0,0.00047583797,30.0,12609.308,2093219.236850873,182.89763
12895,2011-09-14 08:35:00,2011-10-28 13:51:00,22,372.8,16.945454545454545,2,42,2,44,22.0,0,22,22,0,0.00050821947,1.3636363636363638,11805.9,272804.1115056818,373.1587
12897,2011-02-11 11:40:00,2011-05-19 12:13:00,4,216.5,54.125,2,205,2,97,48.5,0,0,0,1,0.9995492,0.6185567010309279,6.0027056,200.96686960495623,214.68076
12901,2011-03-14 10:41:00,2011-12-01 10:07:00,116,17654.54,152.19431034482758,28,9,28,261,9.321428571428571,10,26,64,0,0.00015749647,3.218390804597701,38095.848,18660137.39186763,17660.44
12902,2011-03-20 12:06:00,2011-03-20 12:06:00,10,138.68,13.868,1,265,1,1,1.0,0,0,0,1,0.9996006,30.0,6.0023975,2497.2374713897707,142.80298
12904,2011-06-20 13:18:00,2011-11-21 14:34:00,72,509.58,7.0775,2,18,2,154,77.0,40,40,72,0,0.00030286307,0.3896103896103896,19810.867,54627.82305955762,512.01373
12906,2011-09-22 15:03:00,2011-11-28 09:55:00,63,2919.81,46.34619047619047,5,12,5,66,13.2,16,63,63,0,0.0002644077,2.2727272727272725,22692.145,2390214.6653603553,2917.4336
12908,2011-01-31 12:37:00,2011-06-16 15:39:00,2,750.0,375.0,2,176,2,136,68.0,0,0,1,0,0.00016924381,0.4411764705882353,35451.6,5865154.670266544,749.9194
12909,2011-03-31 12:51:00,2011-10-31 12:43:00,91,2178.67,23.941428571428574,5,40,5,213,42.6,0,26,26,0,0.00015749647,0.7042253521126761,38095.848,642302.1236127706,2150.5596
12910,2011-04-12 10:01:00,2011-11-16 14:28:00,75,3075.04,41.00053333333333,8,23,8,218,27.25,8,39,45,0,0.00015749647,1.1009174311926606,38095.848,1719578.0605779816,3062.4463
12912,2011-10-30 11:35:00,2011-12-07 08:55:00,24,1662.3,69.2625,5,3,5,37,7.4,17,24,24,0,0.00029988412,4.0540540540540535,20007.662,5618029.85209697,1652.9954
12913,2010-12-06 16:36:00,2011-12-05 12:11:00,50,2483.63,49.6726,5,5,5,363,72.6,35,35,35,0,0.00015749647,0.4132231404958678,38095.848,781950.3315247288,2481.441
12915,2010-12-02 12:33:00,2011-07-14 11:34:00,22,363.65,16.529545454545453,2,149,2,223,111.5,0,0,9,0,0.0002669394,0.26905829596412556,22476.93,99964.15182461526,367.15787
12916,2011-01-23 10:43:00,2011-07-24 10:35:00,107,3006.15,28.094859813084113,4,139,4,181,45.25,0,0,26,0,0.00015749647,0.6629834254143646,38095.848,709589.5023400792,2988.345
12917,2011-08-03 16:42:00,2011-08-03 16:42:00,2,594.0,297.0,1,128,1,1,1.0,0,0,2,0,0.0006525845,30.0,9194.198,81920306.33789062,592.76685
12919,2011-06-23 09:22:00,2011-12-01 13:47:00,50,1335.19,26.7038,6,8,6,161,26.833333333333332,16,34,50,0,0.00015749647,1.1180124223602486,38095.848,1137358.3937623256,1335.9421
12920,2011-11-22 15:05:00,2011-11-22 15:05:00,28,164.23,5.8653571428571425,1,17,1,1,1.0,28,28,28,0,0.00047583797,30.0,12609.308,2218742.7749686106,160.11581
12921,2010-12-01 15:06:00,2011-11-30 16:22:00,720,16587.09,23.037625,37,9,37,364,9.837837837837839,100,259,421,0,0.00015749647,3.0494505494505497,38095.848,2676313.231103341,19433.281
12922,2011-07-01 15:35:00,2011-07-01 15:35:00,28,405.38,14.477857142857143,1,161,1,1,1.0,0,0,28,0,0.00059528137,30.0,10079.251,4377778.672370257,407.57166
12923,2011-10-06 16:20:00,2011-10-06 16:20:00,29,176.97,6.102413793103448,1,64,1,1,1.0,0,29,29,0,0.00047583797,30.0,12609.308,2308416.381738281,180.09344
12924,2011-01-16 11:49:00,2011-09-12 13:55:00,30,933.7,31.123333333333335,4,88,4,239,59.75,0,15,15,0,0.0001921075,0.502092050209205,31232.35,488061.0013434885,928.75287
12925,2011-09-26 11:05:00,2011-12-05 11:11:00,45,694.05,15.423333333333332,2,5,2,70,35.0,22,45,45,0,0.00016332635,0.8571428571428571,36736.04,485650.43640624994,700.5368
12928,2010-12-15 15:45:00,2011-11-04 14:24:00,84,2062.7000000000003,24.555952380952384,5,35,5,323,64.6,0,30,46,0,0.00015749647,0.46439628482972134,38095.848,434433.3533864821,2070.0066
12929,2011-02-01 12:08:00,2011-02-01 12:08:00,8,117.85,14.73125,1,312,1,1,1.0,0,0,0,1,0.99941134,30.0,6.0035343,2653.1869472265244,116.825836
12930,2011-06-21 13:25:00,2011-09-22 15:18:00,25,415.8,16.632,2,78,2,93,46.5,0,11,25,0,0.0002534051,0.6451612903225806,23677.41,254066.24885080644,415.4153
12931,2010-12-17 09:45:00,2011-11-18 12:39:00,82,42055.96,512.8775609756098,15,22,15,336,22.4,5,22,68,0,0.00015749647,1.3392857142857144,38095.848,26167641.19986951,42048.44
12933,2011-03-01 11:30:00,2011-11-15 16:38:00,106,607.53,5.7314150943396225,3,24,3,259,86.33333333333333,57,57,98,0,0.00029791272,0.3474903474903475,20140.06,40111.17463990192,611.94617
12935,2011-01-24 13:58:00,2011-12-07 17:25:00,129,2160.7,16.749612403100773,7,2,7,317,45.285714285714285,37,37,76,0,0.00013233189,0.6624605678233438,45340.203,503092.97795122326,2153.081
12936,2011-09-22 13:51:00,2011-11-22 17:32:00,62,1063.9,17.15967741935484,4,17,4,61,15.25,29,62,62,0,0.00024533135,1.9672131147540985,24456.621,825575.8598087984,1056.5206
12937,2011-03-17 14:19:00,2011-11-24 15:05:00,120,1504.27,12.535583333333333,4,15,4,252,63.0,60,92,92,0,0.0001960826,0.47619047619047616,30599.191,182656.53038364954,1492.6271
12938,2011-11-14 11:21:00,2011-11-14 11:21:00,9,114.14,12.682222222222222,1,26,1,1,1.0,9,9,9,0,0.0003161001,30.0,18981.27,7221740.347656251,115.34373
12939,2011-01-09 11:20:00,2011-10-06 14:33:00,47,11581.8,246.42127659574467,8,64,8,270,33.75,0,16,21,0,0.00015749647,0.8888888888888888,38095.848,8344557.699955673,11590.4375
12940,2011-09-13 10:16:00,2011-10-16 12:09:00,99,913.54,9.227676767676767,2,55,2,33,16.5,0,99,99,0,0.0003546319,1.8181818181818181,16918.904,283858.50929967285,908.0837
12942,2010-12-09 09:34:00,2011-07-31 14:39:00,75,683.9,9.118666666666666,3,131,3,234,78.0,0,0,51,0,0.00022756742,0.38461538461538464,26365.695,92469.22576522436,676.97815
12944,2010-12-20 10:41:00,2011-11-04 11:04:00,30,604.51,20.150333333333332,2,36,2,319,159.5,0,16,16,0,0.00018616486,0.18808777429467086,32229.322,122150.14171030074,603.0524
12945,2011-02-24 14:15:00,2011-02-24 14:15:00,23,462.95,20.128260869565217,1,288,1,1,1.0,0,0,0,1,0.99983084,30.0,6.0010147,3623.6996866309123,456.69763
12947,2010-12-01 16:21:00,2011-07-19 10:06:00,97,1603.99,16.535979381443298,6,144,6,229,38.166666666666664,0,0,14,0,0.00013233189,0.7860262008733624,45340.203,589318.9498890007,1601.0037
12948,2011-03-20 10:17:00,2011-11-23 17:10:00,116,2064.95,17.801293103448273,7,16,7,248,35.42857142857143,10,31,63,0,0.00013233189,0.846774193548387,45340.203,683443.5140789569,2072.5652
12949,2011-04-01 13:20:00,2011-11-09 11:25:00,215,4167.22,19.382418604651164,8,31,8,221,27.625,0,36,100,0,0.00013233189,1.0859728506787332,45340.203,954355.978195833,4184.689
12950,2011-11-15 13:48:00,2011-12-07 13:17:00,23,1843.0,80.1304347826087,3,2,3,21,7.0,23,23,23,0,0.00029988412,4.285714285714286,20007.662,6870954.273461763,1836.8574
12951,2011-01-13 10:33:00,2011-12-01 12:14:00,63,1064.07,16.89,6,9,6,322,53.666666666666664,18,18,25,0,0.00014613265,0.5590062111801243,41058.305,387656.7015867625,1055.5475
12952,2011-09-22 16:37:00,2011-12-04 10:35:00,79,1387.79,17.566962025316457,4,6,4,72,18.0,18,79,79,0,0.00018668018,1.6666666666666667,32140.36,941014.1210344146,1388.0918
12953,2011-11-30 09:24:00,2011-11-30 09:24:00,17,329.85,19.40294117647059,1,10,1,1,1.0,17,17,17,0,0.0007545926,30.0,7951.3,4628358.07160501,325.44644
12955,2011-03-17 09:03:00,2011-12-08 16:29:00,180,4757.16,26.428666666666665,11,1,11,266,24.181818181818183,49,98,146,0,0.00015749647,1.2406015037593985,38095.848,1249065.456767211,4596.561
12956,2011-02-06 16:08:00,2011-02-06 16:08:00,19,108.07,5.687894736842105,1,306,1,1,1.0,0,0,0,1,0.9996933,30.0,6.001841,1024.1352067069001,108.86739
12957,2011-01-04 12:18:00,2011-11-30 09:53:00,238,4017.54,16.880420168067225,8,10,8,329,41.125,78,130,130,0,0.00013233189,0.729483282674772,45340.203,558318.5502167888,4047.359
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,16,266.39,16.649375,2,7,2,106,53.0,5,5,16,0,0.00025803494,0.5660377358490566,23252.574,219136.3176697929,269.8546
12963,2010-12-09 09:14:00,2011-12-01 12:55:00,95,1856.63,19.54347368421053,8,8,8,357,44.625,57,79,79,0,0.00013233189,0.6722689075630252,45340.203,595700.8851160991,1859.2668
12965,2011-09-11 15:31:00,2011-09-11 15:31:00,109,771.91,7.081743119266055,1,89,1,1,1.0,0,109,109,0,0.0005188969,30.0,11562.969,2456579.2315080278,772.9197
12966,2011-11-30 12:38:00,2011-11-30 12:38:00,10,160.18,16.018,1,10,1,1,1.0,10,10,10,0,0.00031373368,30.0,19124.441,9190059.073359376,160.09123
12967,2010-12-03 09:49:00,2010-12-16 19:10:00,19,1660.9,87.41578947368421,2,358,2,13,6.5,0,0,0,1,0.9996797,4.615384615384615,6.0019226,2421.5206296357064,1652.2773
12968,2011-08-19 15:44:00,2011-08-19 15:44:00,5,135.95,27.189999999999998,1,112,1,1,1.0,0,0,5,0,0.00044160197,30.0,13586.865,11082805.971679688,134.41982
12970,2011-01-21 14:04:00,2011-12-02 14:30:00,151,452.24,2.9949668874172186,4,7,4,315,78.75,143,143,143,0,0.00039302348,0.38095238095238093,15266.225,17417.842743219804,456.43686
12971,2010-12-02 16:42:00,2011-12-06 12:20:00,305,11189.91,36.68822950819672,86,4,86,368,4.27906976744186,40,92,163,0,0.00024066673,7.010869565217391,24930.637,6412568.4186013015,11199.109
12974,2011-05-26 09:33:00,2011-05-26 09:33:00,8,144.8,18.1,1,198,1,1,1.0,0,0,0,1,0.9996815,30.0,6.001912,3259.0382795333862,144.36725
12976,2011-05-12 09:55:00,2011-05-12 09:55:00,22,738.6,33.57272727272727,1,212,1,1,1.0,0,0,0,1,0.99974674,30.0,6.00152,6044.62198344144,735.53723
12977,2011-07-06 16:40:00,2011-07-06 16:40:00,9,39.239999999999995,4.359999999999999,1,156,1,1,1.0,0,0,9,0,0.0004114959,30.0,14580.912,1907183.3039062498,40.55693
12980,2010-12-16 11:36:00,2011-07-05 09:34:00,20,7374.900000000001,368.745,9,158,9,200,22.22222222222222,0,0,4,0,0.00015749647,1.3499999999999999,38095.848,18964332.01440527,7339.826
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,20,372.21999999999997,18.610999999999997,2,30,2,103,51.5,0,9,20,0,0.0002669394,0.5825242718446603,22476.93,243680.46897906554,373.11057
12982,2011-04-11 11:51:00,2011-04-11 11:51:00,28,390.54,13.947857142857144,1,243,1,1,1.0,0,0,0,1,0.999788,30.0,6.001272,2511.14662027359,395.51468
12984,2011-11-21 12:37:00,2011-11-21 12:37:00,4,97.5,24.375,1,19,1,1,1.0,4,4,4,0,0.00040500448,30.0,14814.615,10833187.390136719,96.01027
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,76,1239.38,16.30763157894737,2,1,2,27,13.5,76,76,76,0,0.00021222726,2.2222222222222223,28271.445,1024534.0319124635,1238.1129
12987,2011-05-26 12:00:00,2011-09-27 12:03:00,28,558.7,19.95357142857143,2,74,2,124,62.0,0,14,14,0,0.00018616486,0.48387096774193544,32229.322,311172.62125238514,561.08356
12988,2011-02-20 14:31:00,2011-02-20 14:31:00,92,535.32,5.818695652173914,1,292,1,1,1.0,0,0,0,1,0.9998209,30.0,6.001075,1047.5528338349386,545.0111
12989,2010-12-10 13:24:00,2011-12-06 15:28:00,64,6924.110000000001,108.18921875000001,15,3,15,361,24.066666666666666,27,38,43,0,0.00015749647,1.2465373961218837,38095.848,5137678.664811407,6921.6367
12990,2011-02-02 15:39:00,2011-11-08 13:01:00,13,409.5,31.5,3,31,3,278,92.66666666666667,0,6,6,0,0.0003204962,0.3237410071942446,18720.912,190912.89866934577,410.82928
12991,2011-08-19 14:39:00,2011-11-16 15:34:00,31,503.76,16.25032258064516,2,23,2,89,44.5,9,9,31,0,0.00020976226,0.6741573033707865,28603.672,313361.052781805,512.0646
12993,2011-02-14 14:29:00,2011-11-16 15:49:00,27,414.76,15.361481481481482,4,23,4,275,68.75,3,3,15,0,0.00027504563,0.4363636363636364,21814.484,146226.67538383842,415.23782
12994,2011-03-16 08:31:00,2011-12-05 15:43:00,61,974.4200000000001,15.97409836065574,3,4,3,264,88.0,20,20,39,0,0.00015434793,0.3409090909090909,38872.96,211691.08008598408,976.19586
12995,2011-09-15 15:44:00,2011-09-15 15:44:00,3,211.32,70.44,1,85,1,1,1.0,0,3,3,0,0.0007231102,30.0,8297.4795,17534233.662890624,210.5936
12997,2011-01-26 15:49:00,2011-11-17 15:47:00,59,1226.89,20.794745762711866,4,22,4,294,73.5,10,26,26,0,0.00013233189,0.4081632653061224,45340.203,384831.835434322,1232.9624
12999,2011-04-08 10:26:00,2011-05-27 13:24:00,28,455.88,16.28142857142857,3,196,3,49,16.333333333333332,0,0,0,1,0.9997589,1.836734693877551,6.0014467,179.47125213250476,456.9074
13000,2010-12-10 10:26:00,2011-08-25 10:43:00,31,534.85,17.253225806451614,3,107,3,258,86.0,0,0,1,0,0.0002191959,0.3488372093023256,27372.648,164744.12246958225,544.8887
13001,2011-01-17 12:45:00,2011-12-05 14:51:00,339,9818.82,28.964070796460177,13,4,13,322,24.76923076923077,38,38,63,0,0.00015749647,1.2111801242236027,38095.848,1336429.264413189,10507.618
13002,2011-01-25 15:18:00,2011-01-25 15:18:00,7,120.94999999999999,17.27857142857143,1,318,1,1,1.0,0,0,0,1,0.9996815,30.0,6.001912,3111.134016650064,120.14621
13003,2011-05-09 08:23:00,2011-08-26 10:50:00,6,149.05,24.84166666666667,3,106,3,109,36.333333333333336,0,0,2,0,0.00024047178,0.8256880733944955,24950.848,511778.5105271647,145.63031
13004,2010-12-17 08:20:00,2011-11-28 11:27:00,404,5655.91,13.999777227722772,18,12,18,346,19.22222222222222,44,134,206,0,0.0001960826,1.560693641618497,30599.191,668572.8498248917,5689.7905
13005,2011-04-07 13:32:00,2011-06-19 10:53:00,26,513.7,19.75769230769231,2,174,2,72,36.0,0,0,8,0,0.0002724111,0.8333333333333334,22025.455,362643.470308744,511.85306
13006,2011-10-14 13:49:00,2011-10-14 13:49:00,4,81.57,20.3925,1,56,1,1,1.0,0,4,4,0,0.00035400022,30.0,16949.094,10369031.82890625,85.33202
13008,2011-01-20 14:24:00,2011-01-20 14:24:00,14,229.46999999999997,16.390714285714285,1,323,1,1,1.0,0,0,0,1,0.99979657,30.0,6.0012207,2950.9288173130576,227.16127
13011,2010-12-02 17:22:00,2010-12-02 17:22:00,3,50.550000000000004,16.85,1,372,1,1,1.0,0,0,0,1,0.9996433,30.0,6.002141,3034.0822749137883,53.5489
13012,2011-02-18 09:43:00,2011-11-30 13:05:00,89,1661.8400000000001,18.6723595505618,8,9,8,285,35.625,27,38,54,0,0.00013233189,0.8421052631578947,45340.203,712933.5367120048,1650.0319
13013,2010-12-03 12:28:00,2011-12-08 15:01:00,219,4810.9400000000005,21.967762557077627,13,1,13,370,28.46153846153846,20,45,112,0,0.00015749647,1.054054054054054,38095.848,882117.3214378644,4819.4424
13014,2011-03-03 18:28:00,2011-11-29 12:27:00,109,3466.2799999999997,31.800733944954125,10,11,10,270,27.0,11,46,75,0,0.00015749647,1.1111111111111112,38095.848,1346084.350804345,3510.6077
13015,2011-04-04 14:28:00,2011-10-17 13:19:00,176,3346.28,19.012954545454548,5,53,5,195,39.0,0,88,88,0,0.00013233189,0.7692307692307693,45340.203,663116.323921001,3321.1555
13016,2011-08-08 15:00:00,2011-09-27 14:08:00,47,789.89,16.806170212765956,3,73,3,49,16.333333333333332,0,19,47,0,0.0003073405,1.836734693877551,19522.258,602622.3448182398,793.83575
13017,2011-12-02 15:53:00,2011-12-02 15:53:00,1,204.0,204.0,1,7,1,1,1.0,1,1,1,0,0.0007231102,30.0,8297.4795,50780574.4921875,209.4532
13018,2011-02-17 11:05:00,2011-11-23 13:28:00,458,7277.7,15.890174672489083,28,16,28,279,9.964285714285714,42,130,223,0,0.000126539,3.010752688172043,47415.836,2268439.314848482,7276.4106
13021,2010-12-16 10:12:00,2011-12-05 16:37:00,131,2616.38,19.97236641221374,9,4,9,354,39.333333333333336,42,73,92,0,0.00013233189,0.7627118644067796,45340.203,690674.6059449395,2627.488
13023,2011-08-02 09:34:00,2011-10-06 16:27:00,40,689.9,17.2475,2,64,2,65,32.5,0,20,40,0,0.00023873373,0.9230769230769231,25132.496,400128.6705018029,694.28845
13026,2011-03-09 11:35:00,2011-12-08 16:58:00,40,975.36,24.384,5,1,5,274,54.8,14,23,34,0,0.0001921075,0.5474452554744526,31232.35,416917.6712819343,976.99554
13027,2010-12-20 12:45:00,2011-08-18 09:39:00,26,6912.0,265.84615384615387,6,114,6,240,40.0,0,0,11,0,0.00015749647,0.75,38095.848,7595725.932692309,6912.5254
13028,2011-10-25 14:09:00,2011-11-17 11:10:00,45,661.3199999999999,14.695999999999998,2,23,2,22,11.0,21,45,45,0,0.0001624705,2.7272727272727275,36929.55,1480136.3953125,660.24786
13029,2010-12-21 13:53:00,2011-11-09 09:13:00,10,1247.5,124.75,3,31,3,322,107.33333333333333,0,3,9,0,0.00015749647,0.27950310559006214,38095.848,1328326.4893184686,1245.9949
13030,2010-12-06 14:31:00,2011-11-28 14:30:00,99,799.48,8.075555555555555,2,11,2,356,178.0,39,39,39,0,0.00022303028,0.16853932584269662,26902.055,36615.00626755618,796.4868
13032,2011-09-13 16:40:00,2011-10-18 15:54:00,71,1010.18,14.227887323943662,2,52,2,34,17.0,0,71,71,0,0.00023950479,1.7647058823529411,25051.586,628996.1329497204,1000.2298
13033,2010-12-17 14:23:00,2010-12-17 14:23:00,11,190.55,17.322727272727274,1,357,1,1,1.0,0,0,0,1,0.9996815,30.0,6.001912,3119.0846015323295,193.7429
13034,2010-12-05 14:52:00,2011-10-16 12:21:00,37,642.77,17.372162162162162,2,55,2,314,157.0,0,26,26,0,0.00014220251,0.19108280254777069,42193.05,140060.73636080598,643.1067
13035,2011-03-24 09:21:00,2011-09-27 08:57:00,27,921.88,34.1437037037037,2,74,2,186,93.0,0,15,15,0,0.00016924381,0.3225806451612903,35451.6,390467.4127650836,926.6749
13037,2011-03-28 15:42:00,2011-07-24 15:46:00,48,881.07,18.355625,3,138,3,118,39.333333333333336,0,0,15,0,0.0001614137,0.7627118644067797,37171.336,520400.67194575944,871.31946
13038,2011-02-22 11:43:00,2011-09-20 14:37:00,28,908.46,32.445,3,80,3,210,70.0,0,6,6,0,0.0001921075,0.42857142857142855,31232.35,434285.82131835935,907.8284
13040,2011-11-06 13:53:00,2011-12-01 10:38:00,43,676.99,15.743953488372092,2,9,2,24,12.0,22,43,43,0,0.0001624705,2.5,36929.55,1453542.824616188,675.48926
13043,2011-03-11 14:52:00,2011-03-11 14:52:00,13,516.42,39.72461538461538,1,273,1,1,1.0,0,0,0,1,0.9998135,30.0,6.0011196,7151.765055876512,512.8528
13044,2011-02-21 15:20:00,2011-02-21 15:20:00,33,560.47,16.983939393939394,1,291,1,1,1.0,0,0,0,1,0.99976975,30.0,6.001382,3057.813180880113,561.12775
13045,2011-09-01 15:04:00,2011-09-01 15:04:00,18,305.28000000000003,16.96,1,99,1,1,1.0,0,0,18,0,0.00071356137,30.0,8408.516,4278252.75,307.99893
13046,2011-03-18 15:43:00,2011-11-09 08:36:00,35,629.31,17.980285714285714,2,31,2,235,117.5,0,21,21,0,0.00018616486,0.25531914893617025,32229.322,147955.51218222835,628.4499
13047,2010-12-01 08:34:00,2011-11-08 12:06:00,172,3237.54,18.822906976744186,10,32,10,342,34.2,0,32,90,0,0.00013233189,0.8771929824561403,45340.203,748626.6892355798,3210.2485
13048,2011-01-16 14:36:00,2011-11-25 13:23:00,136,1835.91,13.499338235294118,4,14,4,312,78.0,30,30,59,0,0.0001960826,0.3846153846153846,30599.191,158872.6286613361,1834.8096
13049,2011-01-25 16:33:00,2011-10-06 15:31:00,14,656.6800000000001,46.90571428571429,2,64,2,253,126.5,0,7,7,0,0.00016924381,0.23715415019762845,35451.6,394359.5321410926,660.60925
13050,2010-12-08 09:30:00,2011-11-25 09:18:00,403,5836.86,14.483523573200992,17,15,17,351,20.647058823529413,37,77,140,0,0.0001960826,1.4529914529914532,30599.191,643942.7240090846,5771.715
13052,2011-05-11 14:12:00,2011-05-11 14:12:00,18,348.15000000000003,19.34166666666667,1,212,1,1,1.0,0,0,0,1,0.99983275,30.0,6.0010033,3482.0821447372437,350.82385
13055,2011-05-10 08:58:00,2011-09-22 14:26:00,76,1214.41,15.979078947368421,3,78,3,135,45.0,0,54,54,0,0.000126539,0.6666666666666666,47415.836,505107.59053385415,1215.7325
13058,2011-07-11 12:01:00,2011-11-15 12:43:00,8,271.40000000000003,33.925000000000004,3,25,3,127,42.333333333333336,2,5,8,0,0.00032635147,0.7086614173228346,18385.031,442000.76113435044,271.9334
13059,2011-04-04 10:40:00,2011-04-04 10:40:00,8,183.4,22.925,1,250,1,1,1.0,0,0,0,1,0.9997141,30.0,6.0017157,4127.679945230484,182.02988
13060,2011-03-31 11:37:00,2011-03-31 11:37:00,15,307.53,20.502,1,254,1,1,1.0,0,0,0,1,0.99983275,30.0,6.0010033,3690.977068405151,308.66342
13061,2011-09-28 16:04:00,2011-09-28 16:04:00,10,248.61,24.861,1,72,1,1,1.0,0,10,10,0,0.0007231102,30.0,8297.4795,6188509.129658204,250.25014
13062,2011-06-01 15:12:00,2011-06-01 15:12:00,11,346.98,31.543636363636367,1,191,1,1,1.0,0,0,0,1,0.9998499,30.0,6.0009003,5678.706477772106,351.0025
13064,2011-01-16 13:41:00,2011-11-27 12:31:00,69,1119.49,16.22449275362319,4,13,4,314,78.5,21,33,60,0,0.000126539,0.38216560509554137,47415.836,293999.19232163875,1117.8745
13065,2010-12-01 16:52:00,2010-12-01 16:52:00,14,205.86,14.704285714285716,1,373,1,1,1.0,0,0,0,1,0.99964046,30.0,6.002158,2647.7234568050935,210.03331
