CustomerID,Recency,TenureDays,Frequency,Monetary,Cluster,SegmentName
13272,31,58,2,276.56,0,At-Risk
13273,113,1,1,138.98,3,New
13276,64,36,2,590.9300000000001,2,Loyal
13277,16,117,4,258.4,0,At-Risk
13278,41,1,1,542.73,0,At-Risk
13279,78,1,1,137.75,3,New
13280,122,214,3,814.86,2,Loyal
13282,18,202,3,1132.14,2,Loyal
13283,60,125,2,93.66,3,New
13284,331,1,1,201.19,3,New
13285,23,266,4,2709.12,2,Loyal
13291,156,1,1,361.11,3,New
13292,39,245,2,578.9399999999999,0,At-Risk
13294,190,59,2,873.74,3,New
13295,360,1,1,201.20000000000002,3,New
13296,137,1,1,87.4,3,New
13297,8,59,4,2089.85,1,VIP
13298,1,1,1,360.0,0,At-Risk
13299,268,1,1,142.5,3,New
13300,169,1,1,371.89,3,New
13301,104,188,4,618.09,2,Loyal
13302,155,1,1,63.75,3,New
13304,351,1,1,300.42,3,New
13305,4,368,10,2000.86,1,VIP
13307,120,1,1,15.0,3,New
13308,23,180,3,1385.51,2,Loyal
13309,7,301,5,1456.79,1,VIP
13310,28,296,3,1132.03,2,Loyal
13311,4,145,2,598.57,0,At-Risk
13313,22,317,5,1555.32,2,Loyal
13314,2,72,3,775.94,0,At-Risk
13316,37,217,4,5977.7300000000005,2,Loyal
13317,66,292,6,2273.68,2,Loyal
13318,1,36,3,640.76,0,At-Risk
13319,5,360,26,10845.550000000001,1,VIP
13320,78,135,4,1548.7,2,Loyal
13321,72,14,2,567.36,3,New
13322,17,1,1,199.48000000000002,0,At-Risk
13323,3,81,5,787.85,0,At-Risk
13324,36,324,10,7121.95,1,VIP
13325,82,1,1,675.3,3,New
13327,39,326,8,3627.77,1,VIP
13328,316,1,1,1308.48,3,New
13329,32,335,2,789.0,0,At-Risk
13330,93,223,3,1140.93,2,Loyal
13332,14,1,1,350.9,0,At-Risk
13334,82,223,3,3536.82,2,Loyal
13336,77,1,1,795.12,3,New
13338,158,1,1,487.02,3,New
13339,201,1,1,860.12,3,New
13340,45,231,7,10736.48,1,VIP
13341,261,1,1,775.85,3,New
13343,178,1,1,353.43,3,New
13344,68,209,3,2543.72,2,Loyal
13345,288,1,1,389.5,3,New
13347,70,1,1,341.36,3,New
13348,64,1,1,233.76,3,New
13349,11,1,1,247.32,0,At-Risk
13350,16,63,2,979.12,0,At-Risk
13351,66,1,1,373.94,3,New
13352,60,1,1,397.97999999999996,3,New
13354,71,1,1,743.53,3,New
13355,122,1,1,674.7,3,New
13356,80,1,1,768.24,3,New
13357,257,1,1,609.95,3,New
13358,269,1,1,439.03,3,New
13359,64,1,1,439.56,3,New
13362,9,278,4,3090.7400000000002,1,VIP
13363,18,26,2,992.5,0,At-Risk
13364,71,1,1,134.95999999999998,3,New
13365,34,184,2,2225.37,2,Loyal
13366,50,1,1,56.160000000000004,3,New
13368,257,80,2,623.4,3,New
13369,366,1,1,308.28000000000003,3,New
13370,372,1,1,754.87,3,New
13372,90,1,1,378.64,3,New
13373,61,215,3,3312.25,2,Loyal
13375,89,1,1,778.65,3,New
13376,99,135,3,1019.76,2,Loyal
13379,26,110,3,572.56,0,At-Risk
13381,32,267,6,3639.31,2,Loyal
13382,281,1,1,222.99,3,New
13384,31,147,7,4151.93,1,VIP
13385,330,1,1,534.57,3,New
13388,131,1,2,677.1,3,New
13389,11,221,3,797.96,0,At-Risk
13390,75,1,1,544.08,3,New
13391,204,1,1,59.8,3,New
13394,2,308,8,2520.02,1,VIP
13395,185,1,1,307.72,3,New
13396,29,290,2,1360.99,2,Loyal
13397,73,266,5,1544.13,2,Loyal
13398,192,1,1,457.34,3,New
13402,127,244,2,621.23,3,New
13403,18,1,1,75.0,0,At-Risk
13404,1,211,2,252.49,0,At-Risk
13405,74,243,3,572.451,2,Loyal
13408,2,371,62,28117.04,1,VIP
13410,24,267,5,1003.06,2,Loyal
13411,107,1,1,213.55,3,New
13414,134,162,3,1390.5,2,Loyal
13416,44,37,2,712.5,2,Loyal
13417,5,200,2,640.83,0,At-Risk
13418,12,360,18,6127.43,1,VIP
13419,64,1,1,221.06,3,New
13420,150,20,2,159.85,3,New
13421,40,249,2,1851.08,2,Loyal
13422,64,1,1,2626.3,2,Loyal
13425,108,186,3,1624.21,2,Loyal
13426,1,358,10,3641.32,1,VIP
13427,19,195,3,582.6,0,At-Risk
13428,10,1,1,218.47,0,At-Risk
13429,11,64,4,1006.8,0,At-Risk
13430,19,67,2,679.45,0,At-Risk
13431,67,21,2,1269.1,2,Loyal
13434,74,22,2,534.24,3,New
13435,5,183,7,3809.8900000000003,1,VIP
13436,2,1,1,196.89,0,At-Risk
13437,14,175,7,3408.06,1,VIP
13439,255,1,1,283.71,3,New
13441,92,1,1,296.64,3,New
13447,23,12,3,1129.14,2,Loyal
13448,17,357,6,3539.37,1,VIP
13449,24,1,1,291.88,0,At-Risk
13450,27,191,6,2043.7199999999998,2,Loyal
13451,26,308,5,2976.15,2,Loyal
13452,259,11,2,590.0,3,New
13453,166,123,2,356.97999999999996,3,New
13455,25,341,2,1058.34,0,At-Risk
13456,18,189,6,1766.72,2,Loyal
13458,7,352,14,9646.57,1,VIP
13460,29,20,2,183.44,0,At-Risk
13461,39,124,3,1445.0,2,Loyal
13462,253,1,1,151.5,3,New
13464,58,1,1,674.68,3,New
13466,184,1,1,307.9,3,New
13467,11,25,2,1083.71,0,At-Risk
13468,2,371,37,5704.97,1,VIP
13470,99,15,2,165.0,3,New
13471,1,46,4,2531.58,1,VIP
13473,61,272,2,422.64,3,New
13474,236,1,1,229.59,3,New
13475,191,107,4,1431.78,2,Loyal
13476,179,102,2,1238.47,2,Loyal
13477,38,253,6,1454.58,2,Loyal
13479,201,33,2,300.95,3,New
13481,46,211,5,1804.56,2,Loyal
13482,232,1,1,184.64,3,New
13483,66,1,1,140.34,3,New
13484,241,1,1,313.8,3,New
13485,233,1,1,454.24,3,New
13486,78,76,3,1122.41,2,Loyal
13487,58,295,3,575.4,2,Loyal
13488,17,350,13,8968.31,1,VIP
13489,105,189,4,449.52,2,Loyal
13491,52,320,10,1215.82,2,Loyal
13492,136,78,3,1269.84,2,Loyal
13493,275,11,2,618.63,3,New
13494,312,1,1,316.26000000000005,3,New
13495,8,360,5,2044.8700000000001,1,VIP
13496,11,349,2,653.33,0,At-Risk
13497,283,85,2,348.05,3,New
13499,18,252,5,1159.11,2,Loyal
13500,23,99,3,1166.77,2,Loyal
13501,288,1,1,1340.32,3,New
13502,17,307,3,292.0,0,At-Risk
13503,71,1,1,216.85,3,New
13504,64,1,1,295.93,3,New
13505,73,159,4,4393.63,2,Loyal
13506,316,53,2,458.52,3,New
13507,3,142,4,2479.16,1,VIP
13508,244,1,1,110.97,3,New
13509,9,275,7,979.72,1,VIP
13510,1,182,4,1791.56,1,VIP
13512,261,1,1,251.21,3,New
13513,127,1,1,205.1,3,New
13514,74,1,1,152.20000000000002,3,New
13515,73,175,4,891.12,2,Loyal
13516,21,217,3,1389.41,2,Loyal
13517,60,120,3,2128.42,2,Loyal
13518,86,1,1,659.4399999999999,3,New
13519,78,1,1,122.75,3,New
13520,59,312,6,3624.35,2,Loyal
13521,1,8,3,1093.65,0,At-Risk
13522,30,1,1,125.80000000000001,0,At-Risk
13523,33,333,5,3964.88,2,Loyal
13524,41,179,5,680.1800000000001,2,Loyal
13525,15,233,2,628.78,0,At-Risk
13527,34,293,7,2287.51,2,Loyal
13529,79,125,2,307.76,3,New
13531,205,161,2,483.8,3,New
13532,34,1,1,210.31,0,At-Risk
13533,183,84,3,270.79,3,New
13534,2,355,25,5870.08,1,VIP
13536,1,74,7,3448.29,1,VIP
13538,43,272,7,1280.85,2,Loyal
13539,86,223,3,631.34,2,Loyal
13544,40,200,2,291.41,0,At-Risk
13546,12,188,3,626.99,0,At-Risk
13548,96,147,2,682.41,3,New
13549,26,216,7,918.2,2,Loyal
13551,319,1,1,91.80000000000001,3,New
13552,66,249,12,3740.07,1,VIP
13555,74,128,4,4149.28,2,Loyal
13557,28,252,2,584.06,0,At-Risk
13558,6,62,4,605.06,0,At-Risk
13560,7,1,1,174.37,0,At-Risk
13561,216,1,1,141.85999999999999,3,New
13562,82,163,3,1799.33,2,Loyal
13563,84,55,2,777.53,2,Loyal
13564,144,223,3,1749.02,2,Loyal
13565,19,315,2,240.22,0,At-Risk
13566,41,41,2,874.71,2,Loyal
13568,173,1,1,192.85,3,New
13569,17,350,2,373.75,0,At-Risk
13570,243,1,1,239.49,3,New
13571,13,240,12,2092.32,1,VIP
13572,206,1,1,1384.25,3,New
13573,50,202,2,294.4,3,New
13575,23,152,5,732.0699999999999,2,Loyal
13576,10,362,18,6717.34,1,VIP
13577,25,216,4,1687.6000000000001,2,Loyal
13579,15,354,2,467.04,0,At-Risk
13581,309,1,1,118.0,3,New
13583,156,1,1,781.03,3,New
13584,307,1,1,142.4,3,New
13587,64,1,1,712.4,3,New
13588,16,239,9,2478.95,1,VIP
13589,15,164,2,379.65,0,At-Risk
13590,11,291,6,1981.92,1,VIP
13591,65,202,3,1117.13,2,Loyal
13592,36,228,4,247.95999999999998,0,At-Risk
13593,108,227,5,2037.0800000000002,2,Loyal
13594,53,1,1,396.97,3,New
13596,6,7,2,697.04,0,At-Risk
13598,47,1,1,180.17000000000002,3,New
13599,1,365,21,5153.67,1,VIP
13600,312,1,1,219.52,3,New
13601,45,166,2,693.32,2,Loyal
13602,65,1,1,428.89,3,New
13603,26,1,1,164.34,0,At-Risk
13606,29,282,3,280.53999999999996,0,At-Risk
13607,40,1,1,678.01,0,At-Risk
13610,12,273,7,1131.88,1,VIP
13611,89,270,3,1171.8,2,Loyal
13614,24,306,4,1610.46,2,Loyal
13615,319,1,1,417.69,3,New
13617,40,140,3,544.18,2,Loyal
13618,174,1,1,177.34,3,New
13621,117,1,1,213.85,3,New
13623,31,266,5,747.78,2,Loyal
13626,253,1,1,257.23,3,New
13627,59,298,5,1638.47,2,Loyal
13629,23,315,11,7792.36,1,VIP
13630,5,280,7,2031.78,1,VIP
13631,100,167,11,3070.42,2,Loyal
13632,25,218,5,2121.27,2,Loyal
13634,33,293,5,1575.16,2,Loyal
13635,68,1,1,1071.03,3,New
13636,37,248,5,949.12,2,Loyal
13637,52,174,3,810.5,2,Loyal
13638,16,1,1,122.64,0,At-Risk
13639,74,1,1,1033.34,3,New
13642,216,1,1,354.8,3,New
13643,31,154,3,519.44,0,At-Risk
13644,16,89,4,2624.26,2,Loyal
13645,120,1,1,252.1,3,New
13647,10,225,4,1678.1200000000001,2,Loyal
13649,257,109,2,346.6,3,New
13650,17,250,6,1836.34,2,Loyal
13651,35,4,2,94.2,0,At-Risk
13652,46,322,3,1095.08,2,Loyal
13654,43,230,6,2707.33,2,Loyal
13655,114,127,2,932.97,2,Loyal
13656,165,172,2,379.65,3,New
13657,11,190,2,382.14,0,At-Risk
13658,10,194,5,2639.17,1,VIP
13659,206,115,2,1573.2,2,Loyal
13662,86,173,3,897.76,2,Loyal
13663,179,1,1,189.47,3,New
13666,60,227,3,84.65,3,New
13667,149,1,1,305.02,3,New
13668,3,359,21,6363.59,1,VIP
13669,51,98,2,218.55,3,New
13670,75,1,1,349.7,3,New
13672,301,30,2,186.39000000000001,3,New
13673,19,13,2,396.92,0,At-Risk
13675,151,133,2,486.82000000000005,3,New
13678,152,1,1,232.6,3,New
13680,1,337,4,3722.42,1,VIP
13681,18,137,4,827.83,2,Loyal
13682,187,1,1,59.5,3,New
13684,286,1,1,67.23,3,New
13685,3,57,7,3119.44,1,VIP
13686,183,1,1,72.0,3,New
13689,63,1,1,910.0,3,New
13690,59,1,1,172.25,3,New
13692,25,211,3,1488.32,2,Loyal
13694,4,369,50,65039.62,1,VIP
13695,31,228,15,2504.13,1,VIP
13697,39,1,1,151.29999999999998,3,New
13699,155,1,1,308.58000000000004,3,New
13700,26,300,10,2265.12,1,VIP
13703,318,1,1,99.5,3,New
13704,5,83,9,2308.06,1,VIP
13705,8,366,3,711.86,0,At-Risk
13706,303,1,1,330.79,3,New
13707,267,48,2,806.41,3,New
13708,271,1,1,296.88,3,New
13709,4,311,13,6328.05,1,VIP
13710,32,1,1,180.48,0,At-Risk
13711,219,1,2,252.06,3,New
13712,247,1,1,228.84,3,New
13715,281,91,5,1079.34,2,Loyal
13716,269,1,1,138.28,3,New
13717,32,266,6,1445.01,2,Loyal
13718,246,49,2,306.55,3,New
13719,15,219,5,1041.68,2,Loyal
13720,117,138,4,799.9,2,Loyal
13721,36,1,1,524.14,0,At-Risk
13722,132,151,3,2375.41,2,Loyal
13723,217,1,1,199.85000000000002,3,New
13725,50,258,8,1980.56,2,Loyal
13726,39,61,2,1079.6599999999999,2,Loyal
13727,29,4,2,333.48,0,At-Risk
13728,37,273,6,1016.14,2,Loyal
13730,136,25,2,752.6,3,New
13731,219,27,2,610.59,3,New
13732,28,1,1,491.86,0,At-Risk
13735,25,209,4,2885.2400000000002,2,Loyal
13736,5,255,2,731.9,0,At-Risk
13737,200,1,1,339.59999999999997,3,New
13739,18,1,1,216.9,0,At-Risk
13740,241,1,1,350.75,3,New
13741,72,145,3,668.4300000000001,2,Loyal
13742,17,303,12,3131.02,1,VIP
13743,3,256,7,1341.6,1,VIP
13744,95,197,2,1156.36,2,Loyal
13745,162,1,1,300.04,3,New
13747,374,1,1,79.6,3,New
13748,96,278,5,948.25,2,Loyal
13750,54,283,5,1647.26,2,Loyal
13751,288,1,1,296.25,3,New
13752,124,122,6,1186.28,2,Loyal
13753,288,1,1,741.26,3,New
13754,152,165,2,282.59999999999997,3,New
13755,4,59,9,2161.35,1,VIP
13756,2,365,14,5189.52,1,VIP
13758,12,361,7,3190.55,1,VIP
13759,33,37,2,659.4100000000001,0,At-Risk
13760,54,202,2,286.79,3,New
13761,50,129,2,1070.65,2,Loyal
13762,219,1,1,306.72,3,New
13763,63,1,1,1714.96,2,Loyal
13764,71,266,3,1521.76,2,Loyal
13767,2,371,37,17220.36,1,VIP
13769,2,365,10,2796.51,1,VIP
13771,64,182,4,2634.45,2,Loyal
13772,34,205,3,1132.13,2,Loyal
13774,82,1,1,345.0,3,New
13777,1,372,33,25977.16,1,VIP
13778,103,1,1,178.7,3,New
13780,7,163,2,360.01,0,At-Risk
13781,251,1,1,127.84,3,New
13782,13,315,6,912.0,2,Loyal
13784,10,322,11,2462.79,1,VIP
13786,367,1,1,230.39999999999998,3,New
13787,76,288,2,309.04,3,New
13790,4,1,1,348.8,0,At-Risk
13791,128,40,2,1516.0,2,Loyal
13792,66,221,2,195.55,3,New
13798,1,370,57,37153.85,1,VIP
13799,117,177,2,688.86,3,New
13800,310,1,1,558.32,3,New
13801,67,1,1,324.8,3,New
13802,139,172,3,4599.42,2,Loyal
13803,255,1,1,277.07,3,New
13804,31,259,7,2635.79,2,Loyal
13805,52,76,2,924.6,2,Loyal
13806,64,1,1,256.38,3,New
13807,367,1,1,112.6,3,New
13808,6,91,5,1747.66,1,VIP
13809,305,1,1,155.05,3,New
13810,29,27,3,1499.01,2,Loyal
13811,184,55,3,814.5,2,Loyal
13812,42,63,3,539.0,2,Loyal
13813,40,95,4,1366.8600000000001,2,Loyal
13814,92,44,2,1579.12,2,Loyal
13815,22,296,4,4027.36,2,Loyal
13816,24,40,2,571.6700000000001,0,At-Risk
13817,29,322,2,382.98,0,At-Risk
13819,302,18,3,1140.35,2,Loyal
13821,145,116,2,385.64,3,New
13822,6,34,2,632.0,0,At-Risk
13823,19,72,2,957.66,0,At-Risk
13824,33,277,5,1698.94,2,Loyal
13826,176,1,1,189.5,3,New
13827,58,85,3,412.05,2,Loyal
13828,22,1,1,209.49,0,At-Risk
13831,16,353,6,2202.99,1,VIP
13832,19,1,1,52.199999999999996,0,At-Risk
13833,159,1,1,384.8,3,New
13835,25,190,4,834.57,2,Loyal
13837,212,105,2,271.24,3,New
13838,6,364,4,691.73,0,At-Risk
13841,253,1,1,85.0,3,New
13842,59,308,9,3385.62,2,Loyal
13844,11,1,1,361.62,0,At-Risk
13845,65,1,1,312.98,3,New
13846,25,335,3,865.0600000000001,2,Loyal
13848,92,273,3,1255.0,2,Loyal
13849,52,119,2,1537.95,2,Loyal
13850,129,1,1,1595.48,2,Loyal
13851,96,192,3,2651.46,2,Loyal
13853,57,1,1,1090.14,2,Loyal
13854,9,356,25,8109.5199999999995,1,VIP
13856,169,34,3,388.5,3,New
13858,57,1,1,216.17,3,New
13859,326,1,1,201.16,3,New
13860,1,85,5,1245.9,1,VIP
13862,18,314,8,2209.36,1,VIP
13863,248,1,1,305.78,3,New
13865,58,231,4,501.56,2,Loyal
13866,74,1,1,145.67000000000002,3,New
13867,31,186,3,1015.29,2,Loyal
13868,7,31,2,3192.54,0,At-Risk
13869,123,233,4,3104.95,2,Loyal
13870,2,285,8,2770.94,1,VIP
13871,23,286,13,6403.25,1,VIP
13873,120,190,3,389.6,3,New
13874,358,1,1,540.45,3,New
13875,54,247,5,1786.79,2,Loyal
13876,64,1,1,122.7,3,New
13877,86,1,1,117.24,3,New
13878,55,1,1,1281.53,2,Loyal
13880,21,345,13,3219.77,1,VIP
13881,4,308,20,17159.52,1,VIP
13882,3,61,5,1191.13,1,VIP
13883,11,242,5,2674.48,1,VIP
13884,7,276,5,787.6,0,At-Risk
13885,189,11,2,506.8,3,New
13886,71,1,1,243.56,3,New
13887,204,1,1,349.55,3,New
13888,120,98,2,605.63,3,New
13889,93,1,1,416.90000000000003,3,New
13890,1,357,10,1883.8100000000002,1,VIP
13892,27,219,4,632.97,2,Loyal
13893,298,1,1,821.1,3,New
13894,24,286,3,564.62,0,At-Risk
13895,28,136,4,2593.07,2,Loyal
13897,50,1,1,311.16,3,New
13898,326,1,1,155.93,3,New
13899,16,258,2,388.52,0,At-Risk
13900,183,79,3,740.95,2,Loyal
13901,72,246,5,2867.2,2,Loyal
13904,37,257,2,332.64,0,At-Risk
13908,80,196,4,2369.55,2,Loyal
13911,57,251,9,2580.91,2,Loyal
13914,12,24,2,626.45,0,At-Risk
13917,50,141,2,272.04,3,New
13918,50,203,2,1212.8400000000001,2,Loyal
13919,59,62,2,384.81,3,New
13922,352,1,1,172.25,3,New
13923,54,1,1,351.13,3,New
13924,2,70,6,1838.8500000000001,1,VIP
13925,93,42,4,678.25,2,Loyal
13926,23,1,1,223.85000000000002,0,At-Risk
13927,75,1,1,348.99,3,New
13928,11,122,4,464.57,0,At-Risk
13929,169,157,2,842.65,3,New
13930,58,78,2,337.34,3,New
13931,96,185,2,1237.53,2,Loyal
13932,295,1,1,307.4,3,New
13933,109,39,2,608.7900000000001,3,New
13934,264,1,1,922.1,3,New
13936,180,1,1,376.58,3,New
13937,169,1,1,158.85,3,New
13938,35,1,1,71.66,3,New
13939,23,288,3,568.55,0,At-Risk
13940,17,126,4,839.14,0,At-Risk
13941,22,350,5,5112.96,1,VIP
13946,79,188,3,561.5699999999999,2,Loyal
13947,65,1,1,90.6,3,New
13948,361,1,1,102.0,3,New
13949,3,91,6,2427.32,1,VIP
13950,11,235,4,745.06,0,At-Risk
13951,176,118,3,674.45,2,Loyal
13952,218,20,2,3251.071,2,Loyal
13953,7,345,7,3515.68,1,VIP
13954,2,69,2,439.92,0,At-Risk
13955,154,151,2,322.96,3,New
13956,5,266,5,1026.42,0,At-Risk
13959,79,283,3,598.2,2,Loyal
13960,21,50,2,230.22,0,At-Risk
13962,22,223,2,169.55,0,At-Risk
13963,308,59,4,664.54,2,Loyal
13967,146,1,1,80.7,3,New
13969,7,357,18,9053.94,1,VIP
13971,19,266,8,2758.26,1,VIP
13972,71,131,2,190.25,3,New
13973,287,1,1,264.7,3,New
13974,49,1,1,413.59000000000003,3,New
13975,31,245,6,2526.28,2,Loyal
13976,207,1,1,357.98,3,New
13978,15,30,2,196.79000000000002,0,At-Risk
13979,73,1,1,869.87,3,New
13980,60,1,1,200.14,3,New
13982,39,326,4,1871.81,2,Loyal
13983,30,337,12,2603.43,1,VIP
13984,27,339,5,920.51,2,Loyal
13985,4,260,15,7060.13,1,VIP
13986,17,1,1,320.46,0,At-Risk
13988,20,234,6,4147.96,1,VIP
13989,66,173,2,1266.08,2,Loyal
13990,213,1,1,311.3,3,New
13991,12,131,6,855.97,2,Loyal
13992,30,1,1,76.8,3,New
13993,43,287,9,3466.36,1,VIP
13994,4,144,6,2313.14,1,VIP
13995,15,230,5,1393.69,2,Loyal
13999,10,351,12,3901.81,1,VIP
14000,211,1,1,635.66,3,New
14001,46,327,3,2043.0800000000002,2,Loyal
14002,134,22,2,529.73,3,New
14004,43,245,7,4582.64,2,Loyal
14005,10,206,5,2874.72,1,VIP
14006,116,196,3,962.19,2,Loyal
14009,198,7,2,695.61,3,New
14012,278,1,1,328.8,3,New
14013,110,165,3,473.02,3,New
14014,77,1,1,505.18,3,New
14015,53,1,1,917.34,3,New
14016,162,195,4,4341.21,2,Loyal
14019,47,91,3,1421.61,2,Loyal
14020,17,71,2,642.8,0,At-Risk
14021,155,101,3,631.9,2,Loyal
14022,225,1,1,440.0,3,New
14023,7,242,2,584.07,0,At-Risk
14024,122,2,2,327.7,3,New
14027,61,1,1,104.82,3,New
14029,63,80,2,467.66,3,New
14030,18,348,8,2360.09,1,VIP
14031,7,365,19,17286.86,1,VIP
14032,2,364,11,2975.59,1,VIP
14034,22,135,3,651.8199999999999,0,At-Risk
14035,29,268,5,1428.02,2,Loyal
14036,285,1,1,626.65,3,New
14037,176,188,2,147.20000000000002,3,New
14038,78,128,3,1560.38,2,Loyal
14039,33,1,1,152.2,0,At-Risk
14040,41,290,12,3614.92,1,VIP
14041,266,1,1,141.41,3,New
14044,27,283,4,652.82,2,Loyal
14045,109,264,4,1659.75,2,Loyal
14046,284,1,1,154.99,3,New
14047,9,364,5,1308.6100000000001,2,Loyal
14048,305,1,1,409.93,3,New
14049,17,301,4,5681.72,2,Loyal
14050,32,74,2,746.36,0,At-Risk
14051,1,365,23,15610.390000000001,1,VIP
14052,20,1,1,225.36,0,At-Risk
14053,124,35,2,260.25,3,New
14054,65,1,1,92.46,3,New
14055,106,1,1,725.6400000000001,3,New
14056,1,282,23,8214.65,1,VIP
14057,24,336,17,6217.96,1,VIP
14059,267,1,1,183.6,3,New
14060,5,368,19,6140.42,1,VIP
14062,10,354,12,10464.85,1,VIP
14064,29,245,5,1353.74,2,Loyal
14066,267,1,1,152.55,3,New
14067,64,32,2,374.7,3,New
14068,320,1,1,265.85,3,New
14071,4,261,8,1438.82,1,VIP
14073,32,1,1,151.04,0,At-Risk
14075,5,256,3,942.26,0,At-Risk
14076,129,1,1,122.47,3,New
14077,41,233,5,499.41999999999996,2,Loyal
14078,102,271,6,1049.37,2,Loyal
14079,125,1,1,375.1,3,New
14080,33,1,1,45.599999999999994,3,New
14081,302,67,2,934.52,3,New
14082,365,1,1,182.25,3,New
14083,4,367,9,1018.43,1,VIP
14085,2,366,18,4448.54,1,VIP
14087,3,1,1,194.42,0,At-Risk
14088,10,312,13,50491.81,1,VIP
14089,57,1,1,161.0,3,New
14090,325,1,1,76.32000000000001,3,New
14092,8,350,14,4076.91,1,VIP
14093,12,1,1,442.85,0,At-Risk
14096,4,97,17,65164.79,1,VIP
14098,37,1,1,147.35,3,New
14099,16,338,11,3104.17,1,VIP
14100,138,1,1,194.9,3,New
14101,74,252,6,5976.79,2,Loyal
14102,5,39,5,1360.28,1,VIP
14104,155,11,2,216.20999999999998,3,New
14105,239,1,1,1266.23,3,New
14107,52,312,7,2703.23,2,Loyal
14108,31,70,2,597.91,0,At-Risk
14109,73,1,1,144.2,3,New
14110,4,263,12,5683.15,1,VIP
14111,14,227,4,692.85,0,At-Risk
14112,23,253,7,2915.15,1,VIP
14113,4,351,4,1840.42,1,VIP
14114,274,56,2,386.53,3,New
14116,20,101,5,1382.74,2,Loyal
14117,144,1,1,90.0,3,New
14121,4,56,4,2780.15,1,VIP
14124,84,1,1,419.58000000000004,3,New
14125,11,67,3,2740.43,2,Loyal
14126,8,2,3,706.1300000000001,0,At-Risk
14127,123,187,3,709.71,2,Loyal
14128,61,195,2,637.5,2,Loyal
14129,2,259,5,1123.8600000000001,1,VIP
14130,319,1,1,483.86,3,New
14132,2,181,11,3586.0299999999997,1,VIP
14133,130,186,3,605.64,2,Loyal
14135,2,371,15,4690.31,1,VIP
14138,2,62,2,982.3800000000001,0,At-Risk
14139,46,1,1,415.82,3,New
14140,4,27,2,935.05,0,At-Risk
14141,3,102,4,915.13,0,At-Risk
14142,373,1,1,311.81,3,New
14143,134,1,1,115.8,3,New
14145,47,170,4,3742.2,2,Loyal
14146,9,348,5,4191.0,1,VIP
14147,78,207,2,483.4,3,New
14148,234,1,1,157.2,3,New
14149,221,1,1,446.62,3,New
14150,36,324,2,658.64,0,At-Risk
14152,75,158,2,621.29,3,New
14154,239,1,2,1345.62,2,Loyal
14155,266,1,1,118.75,3,New
14156,10,361,55,117379.63,1,VIP
14157,20,265,2,432.88,0,At-Risk
14158,40,1,1,507.66,0,At-Risk
14159,20,343,11,4693.01,1,VIP
14161,216,153,3,1110.52,2,Loyal
14162,174,118,2,289.36,3,New
14163,87,151,4,2445.91,2,Loyal
14164,71,10,2,1631.77,2,Loyal
14165,276,1,1,122.53999999999999,3,New
14167,39,291,4,574.84,2,Loyal
14171,98,1,1,363.79,3,New
14173,11,208,4,450.84,0,At-Risk
14174,33,1,1,134.46,3,New
14175,60,269,3,3222.3,2,Loyal
14176,297,70,4,576.9000000000001,3,New
14177,86,93,4,559.41,2,Loyal
14178,9,173,7,1620.93,1,VIP
14179,41,11,2,719.78,0,At-Risk
14180,11,361,25,4748.52,1,VIP
14184,67,1,1,452.89,3,New
14185,331,1,1,197.65,3,New
14188,31,279,6,2054.36,2,Loyal
14189,2,366,15,4654.08,1,VIP
14191,2,218,13,4684.76,1,VIP
14193,68,201,2,853.39,2,Loyal
14194,5,303,21,11349.52,1,VIP
14195,202,50,2,1012.0,3,New
14196,107,1,1,335.52,3,New
14198,18,221,4,701.4,0,At-Risk
14199,218,1,1,185.39999999999998,3,New
14201,60,299,7,747.44,2,Loyal
14204,2,1,1,161.03,0,At-Risk
14205,17,247,2,466.7,0,At-Risk
14206,239,1,1,328.15999999999997,3,New
14208,95,1,1,151.74,3,New
14209,11,321,6,2073.43,1,VIP
14210,106,265,6,1905.8400000000001,2,Loyal
14211,53,241,9,2241.1,2,Loyal
14212,90,1,1,1070.48,3,New
14214,31,246,5,1004.38,2,Loyal
14215,12,356,6,1789.72,1,VIP
14216,3,34,4,1839.3,1,VIP
14217,2,364,17,2004.98,1,VIP
14218,43,1,1,169.48000000000002,3,New
14219,4,1,1,89.94,0,At-Risk
14220,247,110,2,632.4,3,New
14221,42,296,9,3432.8,1,VIP
14222,177,1,1,683.17,3,New
14223,92,171,3,991.13,2,Loyal
14224,110,209,4,1050.12,2,Loyal
14226,29,240,5,2232.19,2,Loyal
14227,26,258,10,3350.96,1,VIP
14229,52,281,3,1547.2,2,Loyal
14231,184,104,3,925.71,2,Loyal
14232,43,221,5,2048.07,2,Loyal
14233,49,268,4,1462.72,2,Loyal
14234,22,35,4,775.46,2,Loyal
14235,75,185,5,3144.86,2,Loyal
14236,81,291,2,490.86,3,New
14237,373,1,1,161.0,3,New
14238,326,1,1,146.85,3,New
14239,43,272,11,2380.85,1,VIP
14240,30,195,2,890.34,0,At-Risk
14241,184,1,1,213.70000000000002,3,New
14242,235,91,2,280.55,3,New
14243,9,357,10,2588.77,1,VIP
14245,220,43,2,1693.45,2,Loyal
14246,111,135,3,1474.06,2,Loyal
14247,278,1,1,136.76999999999998,3,New
14248,318,1,1,302.58,3,New
14250,7,82,3,1904.05,0,At-Risk
14251,2,55,5,2879.7000000000003,1,VIP
14256,260,104,2,969.0600000000001,3,New
14257,64,254,5,3099.7200000000003,2,Loyal
